first_name,last_name,gender,birthday,name,type,party,start_date,end_date,congress_numbers,state
aumua amata,radewagen,F,1947-12-29,Aumua Amata Coleman Radewagen,rep,Republican,2023-01-03,2025-01-03,[118],as
dan,sullivan,M,1964-11-13,Dan Sullivan,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",alaska
joni,ernst,F,1970-07-01,Joni Ernst,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",iowa
thom,tillis,M,1960-08-30,Thom Tillis,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",north carolina
mike,rounds,M,1954-10-24,Mike Rounds,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",south dakota
trent,kelly,M,1966-03-01,Trent Kelly,rep,Republican,2023-01-03,2025-01-03,[118],mississippi
darin,lahood,M,1968-07-05,Darin LaHood,rep,Republican,2023-01-03,2025-01-03,[118],illinois
warren,davidson,M,1970-03-01,Warren Davidson,rep,Republican,2023-01-03,2025-01-03,[118],ohio
james,comer,M,1972-08-19,James Comer,rep,Republican,2023-01-03,2025-01-03,[118],kentucky
dwight,evans,M,1954-05-16,Dwight Evans,rep,Democrat,2023-01-03,2025-01-03,[118],pennsylvania
john,kennedy,M,1951-11-21,John Kennedy,sen,Republican,2023-01-03,2029-01-03,"[118, 119, 120]",louisiana
margaret,hassan,F,1958-02-27,Margaret Wood Hassan,sen,Democrat,2023-01-03,2029-01-03,"[118, 119, 120]",new hampshire
catherine,cortez masto,F,1964-03-29,Catherine Cortez Masto,sen,Democrat,2023-01-03,2029-01-03,"[118, 119, 120]",nevada
bradley,schneider,M,1961-08-20,Bradley Scott Schneider,rep,Democrat,2023-01-03,2025-01-03,[118],illinois
andy,biggs,M,1958-11-07,Andy Biggs,rep,Republican,2023-01-03,2025-01-03,[118],arizona
ro,khanna,M,1976-09-13,Ro Khanna,rep,Democrat,2023-01-03,2025-01-03,[118],california
jimmy,panetta,M,1969-10-01,Jimmy Panetta,rep,Democrat,2023-01-03,2025-01-03,[118],california
salud,carbajal,M,1964-11-18,Salud O. Carbajal,rep,Democrat,2023-01-03,2025-01-03,[118],california
nanette,barragán,F,1976-09-15,Nanette Diaz Barragán,rep,Democrat,2023-01-03,2025-01-03,[118],california
j.,correa,M,1958-01-24,J. Luis Correa,rep,Democrat,2023-01-03,2025-01-03,[118],california
lisa,blunt rochester,F,1962-02-10,Lisa Blunt Rochester,rep,Democrat,2023-01-03,2025-01-03,[118],delaware
neal,dunn,M,1953-02-16,Neal P. Dunn,rep,Republican,2023-01-03,2025-01-03,[118],florida
john,rutherford,M,1952-09-02,John H. Rutherford,rep,Republican,2023-01-03,2025-01-03,[118],florida
darren,soto,M,1978-02-25,Darren Soto,rep,Democrat,2023-01-03,2025-01-03,[118],florida
brian,mast,M,1980-07-10,Brian J. Mast,rep,Republican,2023-01-03,2025-01-03,[118],florida
a.,ferguson,M,1966-11-15,A. Drew Ferguson IV,rep,Republican,2023-01-03,2025-01-03,[118],georgia
raja,krishnamoorthi,M,1973-07-19,Raja Krishnamoorthi,rep,Democrat,2023-01-03,2025-01-03,[118],illinois
jim,banks,M,1979-07-16,Jim Banks,rep,Republican,2023-01-03,2025-01-03,[118],indiana
roger,marshall,M,1960-08-09,Roger Marshall,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",kansas
clay,higgins,M,1961-08-24,Clay Higgins,rep,Republican,2023-01-03,2025-01-03,[118],louisiana
mike,johnson,M,1972-01-30,Mike Johnson,rep,Republican,2023-01-03,2025-01-03,[118],louisiana
jamie,raskin,M,1962-12-13,Jamie Raskin,rep,Democrat,2023-01-03,2025-01-03,[118],maryland
jack,bergman,M,1947-02-02,Jack Bergman,rep,Republican,2023-01-03,2025-01-03,[118],michigan
ted,budd,M,1971-10-21,Ted Budd,sen,Republican,2023-01-03,2029-01-03,"[118, 119, 120]",north carolina
don,bacon,M,1963-08-16,Don Bacon,rep,Republican,2023-01-03,2025-01-03,[118],nebraska
josh,gottheimer,M,1975-03-08,Josh Gottheimer,rep,Democrat,2023-01-03,2025-01-03,[118],new jersey
jacky,rosen,F,1957-08-02,Jacky Rosen,sen,Democrat,2019-01-03,2025-01-03,"[116, 117, 118]",nevada
adriano,espaillat,M,1954-09-27,Adriano Espaillat,rep,Democrat,2023-01-03,2025-01-03,[118],new york
brian,fitzpatrick,M,1973-12-17,Brian K. Fitzpatrick,rep,Republican,2023-01-03,2025-01-03,[118],pennsylvania
lloyd,smucker,M,1964-01-23,Lloyd Smucker,rep,Republican,2023-01-03,2025-01-03,[118],pennsylvania
jenniffer,gonzález-colón,F,1976-08-05,Jenniffer González-Colón,rep,Republican,2023-01-03,2025-01-03,[118],pr
david,kustoff,M,1966-10-08,David Kustoff,rep,Republican,2023-01-03,2025-01-03,[118],tennessee
vicente,gonzalez,M,1967-09-04,Vicente Gonzalez,rep,Democrat,2023-01-03,2025-01-03,[118],texas
jodey,arrington,M,1972-03-09,Jodey C. Arrington,rep,Republican,2023-01-03,2025-01-03,[118],texas
pramila,jayapal,F,1965-09-21,Pramila Jayapal,rep,Democrat,2023-01-03,2025-01-03,[118],washington
ron,estes,M,1956-07-19,Ron Estes,rep,Republican,2023-01-03,2025-01-03,[118],kansas
ralph,norman,M,1953-06-20,Ralph Norman,rep,Republican,2023-01-03,2025-01-03,[118],south carolina
jimmy,gomez,M,1974-11-25,Jimmy Gomez,rep,Democrat,2023-01-03,2025-01-03,[118],california
john,curtis,M,1960-05-10,John R. Curtis,rep,Republican,2023-01-03,2025-01-03,[118],utah
tina,smith,F,1958-03-04,Tina Smith,sen,Democrat,2021-01-03,2027-01-03,"[117, 118, 119]",minnesota
cindy,hyde-smith,F,1959-05-10,Cindy Hyde-Smith,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",mississippi
debbie,lesko,F,1958-11-14,Debbie Lesko,rep,Republican,2023-01-03,2025-01-03,[118],arizona
michael,cloud,M,1975-05-13,Michael Cloud,rep,Republican,2023-01-03,2025-01-03,[118],texas
troy,balderson,M,1962-01-16,Troy Balderson,rep,Republican,2023-01-03,2025-01-03,[118],ohio
kevin,hern,M,1961-12-04,Kevin Hern,rep,Republican,2023-01-03,2025-01-03,[118],oklahoma
joseph,morelle,M,1957-04-29,Joseph D. Morelle,rep,Democrat,2023-01-03,2025-01-03,[118],new york
mary,scanlon,F,1959-08-30,Mary Gay Scanlon,rep,Democrat,2023-01-03,2025-01-03,[118],pennsylvania
susan,wild,F,1957-06-07,Susan Wild,rep,Democrat,2023-01-03,2025-01-03,[118],pennsylvania
ed,case,M,1952-09-27,Ed Case,rep,Democrat,2023-01-03,2025-01-03,[118],hawaii
steven,horsford,M,1973-04-29,Steven Horsford,rep,Democrat,2023-01-03,2025-01-03,[118],nevada
greg,stanton,M,1970-03-08,Greg Stanton,rep,Democrat,2023-01-03,2025-01-03,[118],arizona
josh,harder,M,1986-08-01,Josh Harder,rep,Democrat,2023-01-03,2025-01-03,[118],california
katie,porter,F,1974-01-03,Katie Porter,rep,Democrat,2023-01-03,2025-01-03,[118],california
mike,levin,M,1978-10-28,Mike Levin,rep,Democrat,2023-01-03,2025-01-03,[118],california
joe,neguse,M,1984-05-13,Joe Neguse,rep,Democrat,2023-01-03,2025-01-03,[118],colorado
jason,crow,M,1979-03-15,Jason Crow,rep,Democrat,2023-01-03,2025-01-03,[118],colorado
jahana,hayes,F,1973-03-08,Jahana Hayes,rep,Democrat,2023-01-03,2025-01-03,[118],connecticut
michael,waltz,M,1974-01-31,Michael Waltz,rep,Republican,2023-01-03,2025-01-03,[118],florida
w.,steube,M,1978-05-19,W. Gregory Steube,rep,Republican,2023-01-03,2025-01-03,[118],florida
lucy,mcbath,F,1960-06-01,Lucy McBath,rep,Democrat,2023-01-03,2025-01-03,[118],georgia
russ,fulcher,M,1973-07-19,Russ Fulcher,rep,Republican,2023-01-03,2025-01-03,[118],idaho
jesús,garcía,M,1956-04-12,"Jesús G. ""Chuy"" García",rep,Democrat,2023-01-03,2025-01-03,[118],illinois
sean,casten,M,1971-11-23,Sean Casten,rep,Democrat,2023-01-03,2025-01-03,[118],illinois
lauren,underwood,F,1986-10-04,Lauren Underwood,rep,Democrat,2023-01-03,2025-01-03,[118],illinois
james,baird,M,1945-06-04,James R. Baird,rep,Republican,2023-01-03,2025-01-03,[118],indiana
greg,pence,M,1956-11-14,Greg Pence,rep,Republican,2023-01-03,2025-01-03,[118],indiana
sharice,davids,F,1980-05-22,Sharice Davids,rep,Democrat,2023-01-03,2025-01-03,[118],kansas
lori,trahan,F,1973-10-27,Lori Trahan,rep,Democrat,2023-01-03,2025-01-03,[118],massachusetts
ayanna,pressley,F,1974-02-03,Ayanna Pressley,rep,Democrat,2023-01-03,2025-01-03,[118],massachusetts
david,trone,M,1955-09-21,David J. Trone,rep,Democrat,2023-01-03,2025-01-03,[118],maryland
elissa,slotkin,F,1976-07-10,Elissa Slotkin,rep,Democrat,2023-01-03,2025-01-03,[118],michigan
haley,stevens,F,1983-06-24,Haley M. Stevens,rep,Democrat,2023-01-03,2025-01-03,[118],michigan
rashida,tlaib,F,1976-07-24,Rashida Tlaib,rep,Democrat,2023-01-03,2025-01-03,[118],michigan
angie,craig,F,1972-02-14,Angie Craig,rep,Democrat,2023-01-03,2025-01-03,[118],minnesota
dean,phillips,M,1969-01-20,Dean Phillips,rep,Democrat,2023-01-03,2025-01-03,[118],minnesota
ilhan,omar,F,1981-10-04,Ilhan Omar,rep,Democrat,2023-01-03,2025-01-03,[118],minnesota
pete,stauber,M,1966-05-10,Pete Stauber,rep,Republican,2023-01-03,2025-01-03,[118],minnesota
michael,guest,M,1970-02-04,Michael Guest,rep,Republican,2023-01-03,2025-01-03,[118],mississippi
kelly,armstrong,M,1976-10-08,Kelly Armstrong,rep,Republican,2023-01-03,2025-01-03,[118],north dakota
chris,pappas,M,1980-06-04,Chris Pappas,rep,Democrat,2023-01-03,2025-01-03,[118],new hampshire
jefferson,van drew,M,1953-02-23,Jefferson Van Drew,rep,Republican,2023-01-03,2025-01-03,[118],new jersey
andy,kim,M,1982-07-12,Andy Kim,rep,Democrat,2023-01-03,2025-01-03,[118],new jersey
mikie,sherrill,F,1972-01-19,Mikie Sherrill,rep,Democrat,2023-01-03,2025-01-03,[118],new jersey
susie,lee,F,1966-11-07,Susie Lee,rep,Democrat,2023-01-03,2025-01-03,[118],nevada
alexandria,ocasio-cortez,F,1989-10-13,Alexandria Ocasio-Cortez,rep,Democrat,2023-01-03,2025-01-03,[118],new york
madeleine,dean,F,1959-06-06,Madeleine Dean,rep,Democrat,2023-01-03,2025-01-03,[118],pennsylvania
chrissy,houlahan,F,1967-06-05,Chrissy Houlahan,rep,Democrat,2023-01-03,2025-01-03,[118],pennsylvania
daniel,meuser,M,1964-02-10,Daniel Meuser,rep,Republican,2023-01-03,2025-01-03,[118],pennsylvania
john,joyce,M,1957-02-08,John Joyce,rep,Republican,2023-01-03,2025-01-03,[118],pennsylvania
guy,reschenthaler,M,1983-04-17,Guy Reschenthaler,rep,Republican,2023-01-03,2025-01-03,[118],pennsylvania
william,timmons,M,1984-04-30,William R. Timmons IV,rep,Republican,2023-01-03,2025-01-03,[118],south carolina
dusty,johnson,M,1976-09-30,Dusty Johnson,rep,Republican,2023-01-03,2025-01-03,[118],south dakota
tim,burchett,M,1964-08-25,Tim Burchett,rep,Republican,2023-01-03,2025-01-03,[118],tennessee
john,rose,M,1965-02-23,John W. Rose,rep,Republican,2023-01-03,2025-01-03,[118],tennessee
mark,green,M,1964-11-08,Mark E. Green,rep,Republican,2023-01-03,2025-01-03,[118],tennessee
dan,crenshaw,M,1984-03-14,Dan Crenshaw,rep,Republican,2023-01-03,2025-01-03,[118],texas
lance,gooden,M,1982-12-01,Lance Gooden,rep,Republican,2023-01-03,2025-01-03,[118],texas
lizzie,fletcher,F,1975-02-13,Lizzie Fletcher,rep,Democrat,2023-01-03,2025-01-03,[118],texas
veronica,escobar,F,1969-09-15,Veronica Escobar,rep,Democrat,2023-01-03,2025-01-03,[118],texas
chip,roy,M,1972-08-07,Chip Roy,rep,Republican,2023-01-03,2025-01-03,[118],texas
sylvia,garcia,F,1950-09-06,Sylvia R. Garcia,rep,Democrat,2023-01-03,2025-01-03,[118],texas
colin,allred,M,1983-04-15,Colin Z. Allred,rep,Democrat,2023-01-03,2025-01-03,[118],texas
ben,cline,M,1972-02-29,Ben Cline,rep,Republican,2023-01-03,2025-01-03,[118],virginia
abigail,spanberger,F,1979-08-07,Abigail Davis Spanberger,rep,Democrat,2023-01-03,2025-01-03,[118],virginia
jennifer,wexton,F,1968-05-27,Jennifer Wexton,rep,Democrat,2023-01-03,2025-01-03,[118],virginia
kim,schrier,F,1968-08-23,Kim Schrier,rep,Democrat,2023-01-03,2025-01-03,[118],washington
bryan,steil,M,1981-03-30,Bryan Steil,rep,Republican,2023-01-03,2025-01-03,[118],wisconsin
carol,miller,F,1950-11-04,Carol D. Miller,rep,Republican,2023-01-03,2025-01-03,[118],west virginia
rick,scott,M,1952-12-01,Rick Scott,sen,Republican,2019-01-08,2025-01-03,"[116, 117, 118]",florida
mike,braun,M,1954-03-24,Mike Braun,sen,Republican,2019-01-03,2025-01-03,"[116, 117, 118]",indiana
joshua,hawley,M,1979-12-31,Josh Hawley,sen,Republican,2019-01-03,2025-01-03,"[116, 117, 118]",missouri
mitt,romney,M,1947-03-12,Mitt Romney,sen,Republican,2019-01-03,2025-01-03,"[116, 117, 118]",utah
jared,golden,M,1982-07-25,Jared F. Golden,rep,Democrat,2023-01-03,2025-01-03,[118],maine
dan,bishop,M,1964-07-01,Dan Bishop,rep,Republican,2023-01-03,2025-01-03,[118],north carolina
gregory,murphy,M,1963-03-05,Gregory F. Murphy,rep,Republican,2023-01-03,2025-01-03,[118],north carolina
kweisi,mfume,M,1948-10-24,Kweisi Mfume,rep,Democrat,2023-01-03,2025-01-03,[118],maryland
thomas,tiffany,M,1957-12-30,Thomas P. Tiffany,rep,Republican,2023-01-03,2025-01-03,[118],wisconsin
mike,garcia,M,1976-04-24,Mike Garcia,rep,Republican,2023-01-03,2025-01-03,[118],california
mark,kelly,M,1964-02-21,Mark Kelly,sen,Democrat,2023-01-03,2029-01-03,"[118, 119, 120]",arizona
cynthia,lummis,F,1954-09-10,Cynthia M. Lummis,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",wyoming
darrell,issa,M,1953-11-01,Darrell Issa,rep,Republican,2023-01-03,2025-01-03,[118],california
pete,sessions,M,1955-03-22,Pete Sessions,rep,Republican,2023-01-03,2025-01-03,[118],texas
david,valadao,M,1977-04-14,David G. Valadao,rep,Republican,2023-01-03,2025-01-03,[118],california
tommy,tuberville,M,1954-09-18,Tommy Tuberville,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",alabama
john,hickenlooper,M,1952-02-07,John W. Hickenlooper,sen,Democrat,2021-01-03,2027-01-03,"[117, 118, 119]",colorado
bill,hagerty,M,1959-08-14,Bill Hagerty,sen,Republican,2021-01-03,2027-01-03,"[117, 118, 119]",tennessee
jerry,carl,M,1958-06-17,Jerry L. Carl,rep,Republican,2023-01-03,2025-01-03,[118],alabama
barry,moore,M,1966-09-26,Barry Moore,rep,Republican,2023-01-03,2025-01-03,[118],alabama
jay,obernolte,M,1970-08-18,Jay Obernolte,rep,Republican,2023-01-03,2025-01-03,[118],california
young,kim,F,1962-10-18,Young Kim,rep,Republican,2023-01-03,2025-01-03,[118],california
michelle,steel,F,1955-06-21,Michelle Steel,rep,Republican,2023-01-03,2025-01-03,[118],california
sara,jacobs,F,1989-02-01,Sara Jacobs,rep,Democrat,2023-01-03,2025-01-03,[118],california
lauren,boebert,F,1986-12-15,Lauren Boebert,rep,Republican,2023-01-03,2025-01-03,[118],colorado
katherine,cammack,F,1988-02-16,Kat Cammack,rep,Republican,2023-01-03,2025-01-03,[118],florida
c.,franklin,M,1964-08-23,Scott Franklin,rep,Republican,2023-01-03,2025-01-03,[118],florida
byron,donalds,M,1978-10-28,Byron Donalds,rep,Republican,2023-01-03,2025-01-03,[118],florida
carlos,gimenez,M,1954-01-17,Carlos A. Gimenez,rep,Republican,2023-01-03,2025-01-03,[118],florida
maria,salazar,F,1961-11-01,Maria Elvira Salazar,rep,Republican,2023-01-03,2025-01-03,[118],florida
nikema,williams,F,1978-07-30,Nikema Williams,rep,Democrat,2023-01-03,2025-01-03,[118],georgia
andrew,clyde,M,1963-11-22,Andrew S. Clyde,rep,Republican,2023-01-03,2025-01-03,[118],georgia
marjorie,greene,F,1974-05-27,Marjorie Taylor Greene,rep,Republican,2023-01-03,2025-01-03,[118],georgia
ashley,hinson,F,1983-06-27,Ashley Hinson,rep,Republican,2023-01-03,2025-01-03,[118],iowa
mariannette,miller-meeks,F,1955-09-06,Mariannette Miller-Meeks,rep,Republican,2023-01-03,2025-01-03,[118],iowa
randy,feenstra,M,1969-01-14,Randy Feenstra,rep,Republican,2023-01-03,2025-01-03,[118],iowa
mary,miller,F,1959-08-27,Mary E. Miller,rep,Republican,2023-01-03,2025-01-03,[118],illinois
frank,mrvan,M,1969-04-16,Frank J. Mrvan,rep,Democrat,2023-01-03,2025-01-03,[118],indiana
victoria,spartz,F,1978-10-06,Victoria Spartz,rep,Republican,2023-01-03,2025-01-03,[118],indiana
tracey,mann,M,1976-12-17,Tracey Mann,rep,Republican,2023-01-03,2025-01-03,[118],kansas
jacob,laturner,M,1988-02-17,Jake LaTurner,rep,Republican,2023-01-03,2025-01-03,[118],kansas
jake,auchincloss,M,1988-01-29,Jake Auchincloss,rep,Democrat,2023-01-03,2025-01-03,[118],massachusetts
lisa,mcclain,F,1966-04-07,Lisa C. McClain,rep,Republican,2023-01-03,2025-01-03,[118],michigan
michelle,fischbach,F,1965-11-03,Michelle Fischbach,rep,Republican,2023-01-03,2025-01-03,[118],minnesota
cori,bush,F,1976-07-21,Cori Bush,rep,Democrat,2023-01-03,2025-01-03,[118],missouri
matthew,rosendale,M,1960-07-07,"Matthew M. Rosendale, Sr.",rep,Republican,2023-01-03,2025-01-03,[118],montana
deborah,ross,F,1963-06-20,Deborah K. Ross,rep,Democrat,2023-01-03,2025-01-03,[118],north carolina
kathy,manning,F,1956-12-03,Kathy E. Manning,rep,Democrat,2023-01-03,2025-01-03,[118],north carolina
teresa,leger fernandez,F,1959-07-01,Teresa Leger Fernandez,rep,Democrat,2023-01-03,2025-01-03,[118],new mexico
andrew,garbarino,M,1984-09-27,Andrew R. Garbarino,rep,Republican,2023-01-03,2025-01-03,[118],new york
nicole,malliotakis,F,1980-11-11,Nicole Malliotakis,rep,Republican,2023-01-03,2025-01-03,[118],new york
ritchie,torres,M,1988-03-12,Ritchie Torres,rep,Democrat,2023-01-03,2025-01-03,[118],new york
jamaal,bowman,M,1976-04-01,Jamaal Bowman,rep,Democrat,2023-01-03,2025-01-03,[118],new york
stephanie,bice,F,1973-11-11,Stephanie I. Bice,rep,Republican,2023-01-03,2025-01-03,[118],oklahoma
cliff,bentz,M,1952-01-12,Cliff Bentz,rep,Republican,2023-01-03,2025-01-03,[118],oregon
nancy,mace,F,1977-12-04,Nancy Mace,rep,Republican,2023-01-03,2025-01-03,[118],south carolina
diana,harshbarger,F,1960-01-01,Diana Harshbarger,rep,Republican,2023-01-03,2025-01-03,[118],tennessee
patrick,fallon,M,1967-12-19,Pat Fallon,rep,Republican,2023-01-03,2025-01-03,[118],texas
august,pfluger,M,1978-12-28,August Pfluger,rep,Republican,2023-01-03,2025-01-03,[118],texas
ronny,jackson,M,1967-05-04,Ronny Jackson,rep,Republican,2023-01-03,2025-01-03,[118],texas
troy,nehls,M,1968-04-07,Troy E. Nehls,rep,Republican,2023-01-03,2025-01-03,[118],texas
ernest,gonzales,M,1980-10-10,Tony Gonzales,rep,Republican,2023-01-03,2025-01-03,[118],texas
beth,van duyne,F,1970-11-16,Beth Van Duyne,rep,Republican,2023-01-03,2025-01-03,[118],texas
blake,moore,M,1980-06-22,Blake D. Moore,rep,Republican,2023-01-03,2025-01-03,[118],utah
clarence,owens,M,1951-08-02,Burgess Owens,rep,Republican,2023-01-03,2025-01-03,[118],utah
robert,good,M,1965-09-11,Bob Good,rep,Republican,2023-01-03,2025-01-03,[118],virginia
marilyn,strickland,F,1962-09-25,Marilyn Strickland,rep,Democrat,2023-01-03,2025-01-03,[118],washington
scott,fitzgerald,M,1963-11-16,Scott Fitzgerald,rep,Republican,2023-01-03,2025-01-03,[118],wisconsin
alejandro,padilla,M,1973-03-22,Alex Padilla,sen,Democrat,2023-01-03,2029-01-03,"[118, 119, 120]",california
jon,ossoff,M,1987-02-16,Jon Ossoff,sen,Democrat,2021-01-20,2027-01-03,"[117, 118, 119]",georgia
raphael,warnock,M,1969-07-23,Raphael G. Warnock,sen,Democrat,2023-01-03,2029-01-03,"[118, 119, 120]",georgia
claudia,tenney,F,1961-02-04,Claudia Tenney,rep,Republican,2023-01-03,2025-01-03,[118],new york
julia,letlow,F,1981-03-16,Julia Letlow,rep,Republican,2023-01-03,2025-01-03,[118],louisiana
troy,carter,M,1963-10-26,Troy A. Carter,rep,Democrat,2023-01-03,2025-01-03,[118],louisiana
melanie,stansbury,F,1979-01-31,Melanie A. Stansbury,rep,Democrat,2023-01-03,2025-01-03,[118],new mexico
jake,ellzey,M,1970-01-24,Jake Ellzey,rep,Republican,2023-01-03,2025-01-03,[118],texas
shontel,brown,F,1975-06-24,Shontel M. Brown,rep,Democrat,2023-01-03,2025-01-03,[118],ohio
mike,carey,M,1971-03-13,Mike Carey,rep,Republican,2023-01-03,2025-01-03,[118],ohio
sheila,cherfilus-mccormick,F,1979-01-25,Sheila Cherfilus-McCormick,rep,Democrat,2023-01-03,2025-01-03,[118],florida
mike,flood,M,1975-02-23,Mike Flood,rep,Republican,2023-01-03,2025-01-03,[118],nebraska
brad,finstad,M,1976-05-30,Brad Finstad,rep,Republican,2023-01-03,2025-01-03,[118],minnesota
mary,peltola,F,1973-08-31,Mary Sattler Peltola,rep,Democrat,2023-01-03,2025-01-03,[118],alaska
patrick,ryan,M,1982-03-28,Patrick Ryan,rep,Democrat,2023-01-03,2025-01-03,[118],new york
rudy,yakym,M,1984-02-24,Rudy Yakym III,rep,Republican,2023-01-03,2025-01-03,[118],indiana
ryan,zinke,M,1961-11-01,Ryan K. Zinke,rep,Republican,2023-01-03,2025-01-03,[118],montana
katie,britt,F,1982-02-02,Katie Boyd Britt,sen,Republican,2023-01-03,2029-01-03,"[118, 119, 120]",alabama
eric,schmitt,M,1975-06-20,Eric Schmitt,sen,Republican,2023-01-03,2029-01-03,"[118, 119, 120]",missouri
j.d. (james),vance,M,1984-08-02,J.D. Vance,sen,Republican,2023-01-03,2029-01-03,"[118, 119, 120]",ohio
john,fetterman,M,1969-08-15,John Fetterman,sen,Democrat,2023-01-03,2029-01-03,"[118, 119, 120]",pennsylvania
dale,strong,M,1970-05-08,Dale W. Strong,rep,Republican,2023-01-03,2025-01-03,[118],alabama
eli,crane,M,1980-01-03,Elijah Crane,rep,Republican,2023-01-03,2025-01-03,[118],arizona
juan,ciscomani,M,1982-08-30,Juan Ciscomani,rep,Republican,2023-01-03,2025-01-03,[118],arizona
kevin,kiley,M,1985-01-30,Kevin Kiley,rep,Republican,2023-01-03,2025-01-03,[118],california
john,duarte,M,1966-09-06,John S. Duarte,rep,Republican,2023-01-03,2025-01-03,[118],california
kevin,mullin,M,1970-06-15,Kevin Mullin,rep,Democrat,2023-01-03,2025-01-03,[118],california
sydney,kamlager-dove,F,1972-07-20,Sydney Kamlager-Dove,rep,Democrat,2023-01-03,2025-01-03,[118],california
robert,garcia,M,1977-12-02,Robert Garcia,rep,Democrat,2023-01-03,2025-01-03,[118],california
brittany,pettersen,F,1981-12-06,Brittany Pettersen,rep,Democrat,2023-01-03,2025-01-03,[118],colorado
yadira,caraveo,F,1980-12-23,Yadira Caraveo,rep,Democrat,2023-01-03,2025-01-03,[118],colorado
aaron,bean,M,1967-01-25,Aaron Bean,rep,Republican,2023-01-03,2025-01-03,[118],florida
cory,mills,M,1980-07-30,Cory Mills,rep,Republican,2023-01-03,2025-01-03,[118],florida
maxwell,frost,M,1997-01-17,Maxwell Frost,rep,Democrat,2023-01-03,2025-01-03,[118],florida
anna,paulina luna,F,1989-05-06,Anna Paulina Luna,rep,Republican,2023-01-03,2025-01-03,[118],florida
laurel,lee,F,1974-03-26,Laurel M. Lee,rep,Republican,2023-01-03,2025-01-03,[118],florida
jared,moskowitz,M,1980-12-18,Jared Moskowitz,rep,Democrat,2023-01-03,2025-01-03,[118],florida
rich,mccormick,M,1968-10-07,Richard McCormick,rep,Republican,2023-01-03,2025-01-03,[118],georgia
mike,collins,M,1967-07-02,Mike Collins,rep,Republican,2023-01-03,2025-01-03,[118],georgia
james (jim),moylan,M,1962-07-18,James C. Moylan,rep,Republican,2023-01-03,2025-01-03,[118],gu
jill,tokuda,F,1976-03-28,Jill N. Tokuda,rep,Democrat,2023-01-03,2025-01-03,[118],hawaii
zachary (zach),nunn,M,1979-05-04,Zachary Nunn,rep,Republican,2023-01-03,2025-01-03,[118],iowa
jonathan,jackson,M,1966-01-07,Jonathan L. Jackson,rep,Democrat,2023-01-03,2025-01-03,[118],illinois
delia,ramirez,F,1983-06-02,Delia C. Ramirez,rep,Democrat,2023-01-03,2025-01-03,[118],illinois
nicole (nikki),budzinski,F,1977-03-11,Nikki Budzinski,rep,Democrat,2023-01-03,2025-01-03,[118],illinois
eric,sorensen,M,1976-03-18,Eric Sorensen,rep,Democrat,2023-01-03,2025-01-03,[118],illinois
erin,houchin,F,1976-09-24,Erin Houchin,rep,Republican,2023-01-03,2025-01-03,[118],indiana
morgan,mcgarvey,M,1979-12-23,Morgan McGarvey,rep,Democrat,2023-01-03,2025-01-03,[118],kentucky
glenn,ivey,M,1961-02-27,Glenn Ivey,rep,Democrat,2023-01-03,2025-01-03,[118],maryland
hillary,scholten,F,1982-02-22,Hillary J. Scholten,rep,Democrat,2023-01-03,2025-01-03,[118],michigan
john,james,M,1981-06-08,John James,rep,Republican,2023-01-03,2025-01-03,[118],michigan
shri,thanedar,M,1955-02-22,Shri Thanedar,rep,Democrat,2023-01-03,2025-01-03,[118],michigan
mark,alford,M,1963-10-04,Mark Alford,rep,Republican,2023-01-03,2025-01-03,[118],missouri
eric,burlison,M,1976-10-02,Eric Burlison,rep,Republican,2023-01-03,2025-01-03,[118],missouri
mike,ezell,M,1959-04-06,Mike Ezell,rep,Republican,2023-01-03,2025-01-03,[118],mississippi
donald,davis,M,1971-08-29,Donald G. Davis,rep,Democrat,2023-01-03,2025-01-03,[118],north carolina
valerie,foushee,F,1956-05-07,Valerie P. Foushee,rep,Democrat,2023-01-03,2025-01-03,[118],north carolina
charles (chuck),edwards,M,1960-09-13,Chuck Edwards,rep,Republican,2023-01-03,2025-01-03,[118],north carolina
wiley,nickel,M,1975-11-23,Wiley Nickel,rep,Democrat,2023-01-03,2025-01-03,[118],north carolina
jeffrey,jackson,M,1982-09-12,Jeff Jackson,rep,Democrat,2023-01-03,2025-01-03,[118],north carolina
thomas,kean,M,1968-09-05,"Thomas H. Kean, Jr.",rep,Republican,2023-01-03,2025-01-03,[118],new jersey
robert,menendez,M,1985-07-12,Robert Menendez,rep,Democrat,2023-01-03,2025-01-03,[118],new jersey
gabriel (gabe),vasquez,M,1984-08-03,Gabe Vasquez,rep,Democrat,2023-01-03,2025-01-03,[118],new mexico
nicolas,lalota,M,1978-06-23,Nick LaLota,rep,Republican,2023-01-03,2025-01-03,[118],new york
anthony,d'esposito,M,1982-02-22,Anthony D’Esposito,rep,Republican,2023-01-03,2025-01-03,[118],new york
dan,goldman,M,1976-02-26,Daniel S. Goldman,rep,Democrat,2023-01-03,2025-01-03,[118],new york
